cdp id,hETH coll,hUSDT coll,hUSDC coll,hWBTC coll,WOWO coll,EARLY coll,LSULP coll,xwBTC coll,HUG coll,XRD coll,xUSDT coll,xUSDC coll,xETH coll,hETH loan,hUSDT loan,hUSDC loan,hWBTC loan,WOWO loan,EARLY loan,LSULP loan,xwBTC loan,HUG loan,XRD loan,xUSDT loan,xUSDC loan,xETH loan,hETH coll value,hUSDT coll value,hUSDC coll value,hWBTC coll value,WOWO coll value,EARLY coll value,LSULP coll value,xwBTC coll value,HUG coll value,XRD coll value,xUSDT coll value,xUSDC coll value,xETH coll value,hETH loan value,hUSDT loan value,hUSDC loan value,hWBTC loan value,WOWO loan value,EARLY loan value,LSULP loan value,xwBTC loan value,HUG loan value,XRD loan value,xUSDT loan value,xUSDC loan value,xETH loan value,coll total value,loan total value,net value
#769#,0.0,0.0,67.51431951710221,0.0,0.0,0.0,0.0,0.0,0.0,5449.778332234855,0.0,0.0,0.0,0.0,0.0,-26.999418981895946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.51431951710221,0.0,0.0,0.0,0.0,0.0,0.0,8.992134248187512,0.0,0.0,0.0,0.0,0.0,-26.999418981895946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.50645376528972,-26.999418981895946,49.50703478339378
#770#,0.0,0.0,0.0,7.503871710381964e-05,0.0,0.0,0.0,0.0,0.0,1028.4076145157355,0.0,0.0,0.0,0.0,0.0,0.0,-4.334505322270307e-05,0.0,0.0,0.0,0.0,0.0,-649.0316683270298,0.0,0.0,0.0,0.0,0.0,0.0,5.236726950524261,0.0,0.0,0.0,0.0,0.0,1.6968725639509636,0.0,0.0,0.0,0.0,0.0,0.0,-3.0249212292527794,0.0,0.0,0.0,0.0,0.0,-1.0709022527395993,0.0,0.0,0.0,6.933599514475224,-4.095823481992379,2.8377760324828456
#771#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9961542784179263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5444240959558386e-09,0.0,0.0,0.0,-1.3337427256795706e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016436545593895783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.964909294197668e-12,0.0,0.0,0.0,-1.3337427256795706e-06,0.0,0.0,0.0016436545593895783,-1.3337476905888647e-06,0.0016423208116989896
#772#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23986.0982875828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.577062174511624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.577062174511624,0.0,39.577062174511624
#773#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.2960756813934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.696688524874299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.696688524874299,0.0,1.696688524874299
#774#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#775#,0.0,0.0,0.0,0.0,0.0,0.0,130004.44090190477,0.0,0.0,2512.2977528186348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.67636548747777,0.0,0.0,4.145291292150747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.82165677962854,0.0,257.82165677962854
#776#,0.0,0.0,0.0004299580699976925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1325696819870924e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004299580699976925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1325696819870924e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004299580699976925,-3.1325696819870924e-08,0.00042992674430087263
#777#,0.0,9.720844967991754e-05,0.013958973102680992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.590387163537158e-07,-9.888709151665306e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.720844967991754e-05,0.013958973102680992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.590387163537158e-07,-0.006901033455672667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01405618155236091,-0.0069014924943890206,0.007154689057971889
#778#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#779#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.948438507953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-731.3715318797641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9238149235381223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2067630276016108,0.0,0.0,0.0,1.9238149235381223,-1.2067630276016108,0.7170518959365115
#780#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
